"","id","l","y","costofl","sales","k","indcode","sector","age"
"298",298,125,2336,911,19297,17378,28,"manufacturing",7
"299",299,59,181,201,414,183,45,"services",6
"300",300,136,1529,845,2417,8344,41,"manufacturing",8
"301",301,167,898,631,3110,1762,26,"manufacturing",9
"302",302,90,177,418,1996,1196,25,"manufacturing",8
"303",303,52,756,490,4801,3030,51,"services",12
"304",304,260,246,1299,7297,3893,15,"manufacturing",54
"305",305,59,1529,1404,6664,3247,70,"services",6
"306",306,150,1352,878,10420,7771,25,"manufacturing",7
"307",307,179,4636,2535,41328,54625,14,"manufacturing",11
"308",308,299,1161,1377,3242,4557,29,"manufacturing",31
"309",309,213,1025,1485,5337,3455,24,"manufacturing",54
"310",310,657,1375,2928,12187,13352,36,"manufacturing",7
"311",311,182,1830,1234,3137,7310,63,"services",6
"312",312,300,5030,5192,12522,7553,63,"services",9
"313",313,627,8588,3798,15401,62716,41,"manufacturing",8
"314",314,130,1383,875,15071,1670,50,"services",9
"315",315,12,919,1845,3075,1146,45,"services",49
"316",316,1253,10766,8724,38027,35728,63,"services",6
"317",317,687,6359,3021,23956,9011,20,"manufacturing",10
"318",318,133,1591,717,7240,3015,28,"manufacturing",9
"319",319,72,1409,557,2298,6207,29,"manufacturing",8
"320",320,99,1130,569,6256,2186,51,"services",49
"321",321,13,387,270,1072,438,67,"services",8
"322",322,220,3220,828,27162,9801,28,"manufacturing",10
"323",323,60,2789,227,10329,9995,45,"services",6
"324",324,62,323,261,1396,581,29,"manufacturing",42
"325",325,434,3376,2501,7495,2852,60,"services",7
"326",326,162,2545,1333,36679,9359,51,"services",8
"327",327,250,6921,1749,62824,32690,15,"manufacturing",11
"328",328,160,5145,920,44302,16054,34,"manufacturing",7
"329",329,264,5406,1989,18560,10623,28,"manufacturing",7
"330",330,43,318,271,776,3187,40,"manufacturing",7
"331",331,144,1858,859,6253,2899,45,"services",9
"332",332,37,21,298,2822,980,70,"services",10
"333",333,508,2563,2840,6059,1678,63,"services",4
"334",334,239,367,327,885,65,63,"services",47
"335",335,78,2542,661,85427,7060,51,"services",4
"336",336,90,2530,1062,9343,4303,80,"services",8
"337",337,110,2964,2692,10236,2999,74,"services",5
"338",338,125,5017,4731,16735,6477,74,"services",10
"339",339,373,8120,7510,17925,3804,74,"services",9
"340",340,91,2681,622,7776,7597,25,"manufacturing",6
"341",341,489,11496,2616,46080,37939,17,"manufacturing",9
"342",342,485,5510,4155,25573,15417,45,"services",12
"343",343,187,1149,628,41943,13818,51,"services",9
"344",344,360,3153,2032,45300,17522,51,"services",51
"345",345,646,5317,3685,61817,20183,51,"services",47
"346",346,632,5945,4738,48702,13115,51,"services",25
"347",347,2,5429,240,NA,7411,51,"services",6
"348",348,131,2208,957,13266,5503,50,"services",8
"349",349,1097,5111,4214,23124,11493,36,"manufacturing",11
"350",350,695,1647,1844,9050,5379,36,"manufacturing",9
"351",351,119,1371,957,755,1826,92,"services",48
"352",352,22,1490,149,10296,4316,51,"services",10
"353",353,70,1214,590,5719,1856,51,"services",9
"354",354,42,607,505,4137,2527,60,"services",8
"355",355,393,3644,1781,44623,7847,60,"services",10
"356",356,139,1393,494,15971,7940,51,"services",10
"357",357,371,8928,3547,29078,34622,40,"manufacturing",43
"358",358,55,868,452,6945,2095,51,"services",7
"359",359,45,414,254,4583,796,50,"services",9
"360",360,56,2248,225,4376,5917,20,"manufacturing",10
"361",361,60,3248,206,3554,9939,65,"services",7
"362",362,164,4205,2831,39653,15390,51,"services",10
"363",363,300,10002,2109,27799,48066,50,"services",9
"364",364,104,2097,876,6018,4554,26,"manufacturing",10
"365",365,106,155,605,3894,1496,15,"manufacturing",50
"366",366,266,7431,3212,66018,59939,15,"manufacturing",8
"367",367,449,3783,2714,14615,4513,28,"manufacturing",8
"368",368,146,976,815,7234,2355,50,"services",9
"369",369,100,805,681,4095,1004,28,"manufacturing",9
"370",370,61,550,290,3749,5948,26,"manufacturing",9
"371",371,43,1265,700,2761,1519,74,"services",9
"372",372,249,2804,2143,17754,8856,29,"manufacturing",7
"373",373,14,542,207,3319,910,72,"services",7
"374",374,997,14917,7909,41897,45368,31,"manufacturing",8
"375",375,1182,26170,15331,169855,88402,15,"manufacturing",9
"376",376,1317,16893,7511,49803,73058,26,"manufacturing",41
"377",377,107,45527,1229,61616,112352,65,"services",9
"378",378,161,34644,1929,56032,105941,65,"services",6
"379",379,48,4021,798,7413,3193,22,"manufacturing",10
"380",380,408,3946,2574,7930,4728,14,"manufacturing",45
"381",381,90,936,284,3343,2779,29,"manufacturing",9
"382",382,380,4132,2487,94058,35607,51,"services",11
"383",383,124,858,540,5687,1458,15,"manufacturing",7
"384",384,130,2873,1090,11691,13805,10,"manufacturing",10
"385",385,73,627,235,2107,1842,28,"manufacturing",10
"386",386,372,18479,4123,90042,51354,52,"services",8
"387",387,285,1848,1653,7028,1485,45,"services",8
"388",388,207,5677,1572,29442,14602,51,"services",12
"389",389,206,8214,3518,102115,26187,50,"services",9
"390",390,208,1117,972,3884,1543,45,"services",9
"391",391,130,721,556,7693,3181,51,"services",51
"392",392,115,1461,1176,684,1485,92,"services",48
"393",393,328,2626,2170,10409,3743,45,"services",38
"394",394,137,2495,1819,18071,4341,51,"services",8
"395",395,277,1537,1234,8450,3393,36,"manufacturing",7
"396",396,59,295,219,759,2007,40,"manufacturing",8
"397",397,258,4659,2122,24684,13742,15,"manufacturing",10
"398",398,214,1655,1275,7664,5952,45,"services",12
"399",399,164,615,811,4938,2989,25,"manufacturing",10
"400",400,324,3454,2591,33910,16604,25,"manufacturing",6
"401",401,240,579,1326,7452,6264,20,"manufacturing",10
"402",402,269,906,829,9029,1702,52,"services",7
"403",403,171,1164,1241,4324,4226,25,"manufacturing",9
"404",404,53,1296,1132,2658,270,35,"manufacturing",9
"405",405,194,840,823,3698,1562,45,"services",37
"406",406,99,907,487,13971,3860,51,"services",46
"407",407,43,281,272,4640,2462,50,"services",6
"408",408,10,674,96,3075,1689,51,"services",6
"409",409,387,1170,1203,3990,1687,15,"manufacturing",45
"410",410,419,7070,5913,24194,16003,45,"services",28
"411",411,140,5553,3212,89409,33615,29,"manufacturing",8
"412",412,80,626,472,2630,742,45,"services",11
"413",413,324,2027,1561,6670,8401,40,"manufacturing",8
"414",414,230,1237,870,3629,2383,29,"manufacturing",8
"415",415,194,826,772,2611,1696,35,"manufacturing",48
"416",416,283,1429,1253,7224,1182,50,"services",9
"417",417,214,862,821,2422,1373,17,"manufacturing",7
"418",418,194,3098,960,23019,7074,51,"services",10
"419",419,12,266,199,4796,1782,51,"services",8
"420",420,274,1529,1409,5325,2517,41,"manufacturing",7
"421",421,26,537,777,17907,7518,51,"services",8
"422",422,18,148,55,2078,826,51,"services",7
"423",423,340,1106,632,6498,2441,36,"manufacturing",15
"424",424,37,655,161,4382,1489,51,"services",10
"425",425,137,881,771,4660,3292,28,"manufacturing",5
"426",426,92,3172,1478,139029,181810,50,"services",9
"427",427,204,1365,1119,8575,1324,45,"services",12
"428",428,252,3095,1425,41314,9035,51,"services",8
"429",429,200,1264,1253,4005,3129,14,"manufacturing",46
"430",430,41,1514,163,3589,2831,22,"manufacturing",7
"431",431,47,670,224,9267,2103,51,"services",13
"432",432,200,3407,1590,47359,19454,51,"services",6
"433",433,556,10335,3919,51623,29291,28,"manufacturing",8
"434",434,108,2774,946,12102,4627,51,"services",10
"435",435,791,5256,3636,12880,8777,27,"manufacturing",46
"436",436,135,800,576,3292,2097,15,"manufacturing",8
"437",437,42,1601,457,25172,7250,45,"services",9
"438",438,57,592,277,9584,1962,51,"services",8
"439",439,63,850,429,8771,2492,24,"manufacturing",10
"440",440,243,830,1204,13935,3774,52,"services",19
"441",441,140,906,884,8872,4233,52,"services",9
"442",442,120,1012,802,6836,3788,51,"services",11
"443",443,180,1349,960,3740,1696,21,"manufacturing",8
"444",444,112,858,664,3190,1740,45,"services",12
"445",445,6,271,138,3036,1033,51,"services",5
"446",446,289,528,868,3290,2153,36,"manufacturing",47
"447",447,42,645,386,6045,2075,51,"services",6
"448",448,195,830,950,5908,4345,24,"manufacturing",51
"449",449,43,371,279,4400,1387,51,"services",10
"450",450,19,986,210,4247,2157,51,"services",9
"451",451,40,574,269,5884,2764,51,"services",5
"452",452,21,388,218,5335,1697,51,"services",6
"453",453,130,2015,871,11479,3079,28,"manufacturing",7
"454",454,107,1205,865,4085,1975,31,"manufacturing",10
"455",455,65,62,227,735,2097,24,"manufacturing",54
"456",456,30,668,357,3522,1597,15,"manufacturing",14
"457",457,190,3194,3904,12707,8168,72,"services",8
"458",458,629,5798,4573,18906,8124,45,"services",5
"459",459,76,395,267,8041,2517,36,"manufacturing",35
"460",460,310,2420,1586,8627,6226,15,"manufacturing",48
"461",461,214,1646,1043,13616,2068,15,"manufacturing",11
"462",462,361,3391,2571,8040,2380,60,"services",10
"463",463,228,795,655,8228,3498,15,"manufacturing",9
"464",464,273,1650,1282,3466,1942,60,"services",24
"465",465,959,1923,1668,56079,25790,70,"services",5
"466",466,46,289,258,992,650,18,"manufacturing",9
"467",467,45,606,279,5109,1416,45,"services",9
"468",468,193,5792,1345,72887,9998,51,"services",7
"469",469,17803,695,406,17237,3461,37,"manufacturing",10
"470",470,121,1553,832,4880,1411,73,"services",21
"471",471,165,5586,3554,28092,7416,45,"services",5
"472",472,50,1670,780,5145,1746,74,"services",10
"473",473,2528,24955,17137,97483,54360,35,"manufacturing",18
"474",474,51,1943,549,5498,2950,74,"services",10
"475",475,160,1178,838,3848,2827,29,"manufacturing",54
"476",476,339,2733,2071,6050,4714,63,"services",9
"477",477,82,8365,2105,9360,4441,74,"services",8
"478",478,100,248,230,543,340,18,"manufacturing",10
"479",479,318,1845,1406,4464,2185,60,"services",50
"480",480,131,651,506,4068,1413,45,"services",23
"481",481,339,2200,1358,16516,5002,15,"manufacturing",7
"482",482,161,1833,1001,4875,8221,40,"manufacturing",22
"483",483,128,1086,994,2899,1271,45,"services",40
"484",484,202,2362,1182,10445,13822,40,"manufacturing",7
"485",485,366,2829,1925,3129,5039,60,"services",5
"486",486,45,628,238,4803,1462,51,"services",8
"487",487,385,3986,2034,10286,14296,40,"manufacturing",29
"488",488,41,1215,206,2734,2480,51,"services",5
"489",489,324,1403,1089,16084,8671,51,"services",19
"490",490,338,1894,1490,4042,2149,60,"services",30
"491",491,914,10218,4111,33303,78457,90,"services",9
"492",492,30,767,374,3873,2604,51,"services",8
"493",493,184,728,971,8869,3975,51,"services",9
"494",494,1273,8979,7938,14449,18275,80,"services",26
"495",495,258,1421,1224,2736,1625,60,"services",24
"496",496,104,471,421,1235,1136,29,"manufacturing",25
"497",497,34,262,75,10527,2241,51,"services",10
"498",498,80,371,456,1568,2364,51,"services",13
"499",499,81,7150,536,8484,18091,65,"services",5
"500",500,27,1661,417,18840,5899,63,"services",6
"501",501,192,914,1002,3662,1496,45,"services",25
"502",502,641,3826,2948,10087,3724,60,"services",24
"503",503,138,1444,792,2383,6859,90,"services",9
"504",504,318,2207,1503,5605,5723,40,"manufacturing",25
"505",505,270,1401,1124,3048,1621,60,"services",23
"506",506,39,3813,456,10902,10146,92,"services",7
"507",507,112,1087,422,8496,3634,51,"services",9
"508",508,81,1265,665,5336,2912,25,"manufacturing",4
"509",509,2351,17311,13989,42727,19838,27,"manufacturing",32
"510",510,249,8666,4537,188409,71777,51,"services",10
"511",511,160,336,155,1813,2742,36,"manufacturing",22
"512",512,154,1073,628,101501,8940,51,"services",8
"513",513,999,5086,4292,35430,11082,51,"services",49
"514",514,419,1929,1528,4640,2257,60,"services",54
"515",515,16,3672,237,3622,10239,65,"services",6
"516",516,46,2662,297,32874,11491,51,"services",7
"517",517,110,365,239,2936,902,25,"manufacturing",8
"518",518,11,159,60,1669,313,45,"services",7
"519",519,150,2220,347,12444,8601,51,"services",10
"520",520,15,400,209,4863,1571,51,"services",6
"521",521,73,552,355,1117,2484,41,"manufacturing",8
"522",522,244,2040,1470,4220,2252,90,"services",8
"523",523,167,3583,1374,6321,9324,28,"manufacturing",6
"524",524,115,796,434,69825,6900,51,"services",10
"525",525,24,157,127,2446,906,51,"services",6
"526",526,186,638,600,2469,1347,22,"manufacturing",9
"527",527,70,357,413,4108,1799,51,"services",47
"528",528,178,1052,806,2549,1271,60,"services",24
"529",529,83,2871,780,19694,8324,51,"services",6
"530",530,164,1347,1211,7819,2742,45,"services",7
"531",531,137,437,588,1120,1272,29,"manufacturing",48
"532",532,1659,11775,8846,45990,49414,41,"manufacturing",7
"533",533,192,2792,1022,13692,21028,90,"services",46
"534",534,370,2349,2050,5659,1580,28,"manufacturing",7
"535",535,167,2076,1106,3733,20020,63,"services",26
"536",536,49,881,740,5869,2665,50,"services",3
"537",537,28,601,628,5326,2574,51,"services",6
"538",538,465,2553,1495,5918,4540,19,"manufacturing",47
"539",539,574,4077,2833,10943,6073,60,"services",10
"540",540,80,943,366,4572,3310,60,"services",10
"541",541,213,2439,1167,14905,15276,40,"manufacturing",30
"542",542,128,659,382,3486,1976,15,"manufacturing",8
"543",543,9,153,59,2164,7903,70,"services",7
"544",544,339,691,934,3516,1882,29,"manufacturing",28
"545",545,603,2658,4939,56746,24153,52,"services",7
"546",546,24,808,574,5063,4371,74,"services",4
"547",547,103,296,503,1711,1496,29,"manufacturing",8
"548",548,270,1418,1591,4667,2269,29,"manufacturing",48
"549",549,185,1053,758,4402,1725,60,"services",9
"550",550,536,3810,2729,12353,7859,31,"manufacturing",54
"551",551,104,1095,645,3314,2048,15,"manufacturing",9
"552",552,80,367,1021,23747,13921,51,"services",10
"553",553,117,1301,1130,1958,913,74,"services",52
"554",554,113,1550,932,11171,3020,45,"services",12
"555",555,170,1195,866,6735,2149,51,"services",35
"556",556,12,362,282,7217,2436,85,"services",6
"557",557,42,671,187,4841,1252,51,"services",6
"558",558,109,799,551,1431,2330,74,"services",50
"559",559,49,1028,375,9837,5482,51,"services",6
"560",560,177,1126,794,12803,2800,26,"manufacturing",10
"561",561,166,1354,1090,3100,1461,22,"manufacturing",54
"562",562,449,2252,1764,6517,3560,45,"services",49
"563",563,109,551,445,3485,844,15,"manufacturing",10
"564",564,1195,10599,10023,19850,30650,73,"services",21
"565",565,214,1700,1582,3297,8293,14,"manufacturing",42
"566",566,5,129,72,159,132,74,"services",7
"567",567,167,2284,1126,8117,3387,26,"manufacturing",8
"568",568,63,362,361,4540,4012,51,"services",5
"569",569,109,3503,1028,4114,2860,72,"services",34
"570",570,126,21622,1278,34619,45117,65,"services",4
"571",571,28,124,74,1593,525,51,"services",7
"572",572,405,2212,1763,22867,11986,15,"manufacturing",14
"573",573,173,1157,729,3092,4278,40,"manufacturing",8
"574",574,142,4975,997,29720,24446,24,"manufacturing",8
"575",575,57,755,556,7984,1619,51,"services",13
"576",576,134,43815,2871,66397,246089,65,"services",9
"577",577,270,1321,953,5351,3593,15,"manufacturing",44
"578",578,20,1057,229,10672,3173,29,"manufacturing",8
"579",579,247,3952,1824,8733,13329,14,"manufacturing",25
"580",580,59,5910,1287,23597,14790,51,"services",8
"581",581,131,1250,633,2150,7034,41,"manufacturing",7
"582",582,445,3506,2102,15833,15046,40,"manufacturing",25
"583",583,143,2540,1114,8096,6117,14,"manufacturing",12
"584",584,62,500,366,9630,2401,51,"services",11
"585",585,495,3820,3814,24409,26138,15,"manufacturing",10
"586",586,699,4658,4004,8398,10926,73,"services",54
"587",587,1074,7220,5849,9655,12710,73,"services",49
"588",588,114,844,566,2543,2998,40,"manufacturing",8
"589",589,516,6613,3132,13196,30457,41,"manufacturing",49
"590",590,250,6587,3376,38220,20779,24,"manufacturing",8
"591",591,33,1167,549,11283,3892,51,"services",10
"592",592,48,305,294,10422,2715,51,"services",10
"593",593,541,4283,2948,34665,20138,45,"services",8
"594",594,26,205,184,2263,585,50,"services",5
"595",595,34,2490,477,4025,2303,65,"services",5
"596",596,139,1236,950,3968,1348,45,"services",7
"597",597,137,1797,750,42887,12209,51,"services",8
"598",598,406,3844,3265,6437,8229,90,"services",13
"599",599,269,2164,1928,7483,1524,45,"services",6
"600",600,25,602,115,3971,1664,51,"services",8
"601",601,70,540,434,2500,838,40,"manufacturing",6
"602",602,61,274,257,3373,1056,51,"services",42
"603",603,32,22667,449,3478,100729,65,"services",7
"604",604,81,468,370,819,2119,41,"manufacturing",17
"605",605,49,631,386,7051,1836,29,"manufacturing",16
"606",606,193,1011,829,3196,1829,60,"services",30
"607",607,61,3716,184,10701,39315,65,"services",5
"608",608,148,1243,685,2341,6188,90,"services",18
"609",609,320,1616,1718,4206,2739,22,"manufacturing",49
"610",610,78,3783,1103,13727,9704,52,"services",7
"611",611,701,3578,3050,36046,6439,51,"services",7
"612",612,233,1677,1021,5621,3788,17,"manufacturing",18
"613",613,117,556,619,4074,3270,51,"services",10
"614",614,34,134,149,1056,945,51,"services",51
"615",615,215,3386,1885,11276,9385,24,"manufacturing",7
"616",616,96,1667,1280,3116,3020,73,"services",38
"617",617,85,1115,492,13301,2555,50,"services",9
"618",618,349,4508,2286,13996,17779,40,"manufacturing",8
"619",619,158,1284,807,2647,8528,41,"manufacturing",7
"620",620,427,2513,2382,6059,3352,60,"services",4
"621",621,129,2045,1274,26364,12037,74,"services",7
"622",622,83,460,348,1069,2584,90,"services",8
"623",623,100,1048,569,3007,5732,40,"manufacturing",8
"624",624,436,3719,2781,8342,2722,45,"services",26
"625",625,107,5287,1461,23445,11319,51,"services",8
"626",626,5,855,84,892,6439,24,"manufacturing",9
"627",627,90,1116,529,17850,5515,50,"services",3
"628",628,51,238,200,717,372,74,"services",48
"629",629,168,1450,909,3467,8778,40,"manufacturing",8
"630",630,337,3269,1994,7352,6617,28,"manufacturing",26
"631",631,233,1309,917,3109,1152,60,"services",54
"632",632,111,1004,657,4923,1218,45,"services",9
"633",633,300,1660,1346,5497,1818,60,"services",6
"634",634,100,691,471,5858,3175,15,"manufacturing",9
"635",635,227,1436,1099,14911,3627,50,"services",26
"636",636,25,221,228,2086,422,51,"services",6
"637",637,100,872,573,12550,2020,50,"services",5
"638",638,347,6445,3655,15322,9533,90,"services",7
"639",639,148,3971,1308,26409,11315,10,"manufacturing",32
"640",640,380,3791,2350,12417,55200,40,"manufacturing",42
"641",641,361,2422,1891,5500,1657,60,"services",24
"642",642,460,2962,2473,11135,3611,60,"services",10
"643",643,1200,9076,8777,12657,6745,80,"services",54
"644",644,199,1529,951,9109,17043,45,"services",6
"645",645,3,2350,91,1314,2747,74,"services",6
"646",646,101,367,373,814,282,29,"manufacturing",5
"647",647,154,7325,2605,9436,26286,70,"services",25
"648",648,28,233,139,2322,340,51,"services",5
"649",649,175,1361,823,8700,1425,52,"services",10
"650",650,274,1644,1405,3024,1247,41,"manufacturing",6
"651",651,112,775,554,4895,1865,51,"services",42
"652",652,8,120,121,289,1412,63,"services",5
"653",653,743,5090,5465,193839,81087,51,"services",10
"654",654,961,4006,4294,486,19895,45,"services",6
"655",655,384,2079,1574,4213,2993,60,"services",24
"656",656,118,1292,706,2571,2178,90,"services",8
"657",657,323,2054,1580,4003,3068,60,"services",49
"658",658,219,1364,974,4100,6623,90,"services",9
"659",659,362,2087,1489,3872,1901,60,"services",54
"660",660,35,1390,338,14178,2407,51,"services",11
"661",661,259,1477,1216,3735,1189,14,"manufacturing",42
"662",662,576,2432,2062,5902,3019,26,"manufacturing",8
"663",663,185,2050,800,3767,3300,14,"manufacturing",50
"664",664,65,3354,1073,23595,30728,45,"services",7
"665",665,5,82,55,5943,3155,64,"services",7
"666",666,391,2458,2002,4885,2049,60,"services",24
"667",667,203,1939,1034,16026,5178,25,"manufacturing",10
"668",668,68,416,343,968,493,45,"services",5
"669",669,110,23364,976,41419,75897,65,"services",3
"670",670,227,4931,1486,31998,21998,25,"manufacturing",35
"671",671,281,2143,1514,15540,8537,15,"manufacturing",52
"672",672,65,935,642,4329,1612,45,"services",5
"673",673,885,6957,4562,29611,9214,70,"services",24
"674",674,183,1408,875,4964,5311,40,"manufacturing",29
"675",675,39,213,246,2893,1067,51,"services",10
"676",676,100,880,537,2363,3775,40,"manufacturing",8
"677",677,70,820,368,4720,4912,18,"manufacturing",21
"678",678,88,840,429,1848,3666,70,"services",50
"679",679,498,2060,1820,4931,2024,60,"services",10
"680",680,252,8334,5607,61101,41369,51,"services",7
"681",681,61,311,257,6534,1096,50,"services",9
"682",682,148,1928,1089,11674,8398,15,"manufacturing",10
"683",683,70,381,300,884,2541,70,"services",6
"684",684,236,1180,971,2614,1233,60,"services",44
"685",685,380,3360,1984,12402,66305,41,"manufacturing",9
"686",686,52,895,447,3135,1431,51,"services",13
"687",687,286,3280,2199,5646,5539,73,"services",30
"688",688,365,2623,1906,5791,4411,29,"manufacturing",42
"689",689,51,476,292,10930,4595,51,"services",6
"690",690,630,7809,4059,21486,36773,33,"manufacturing",23
"691",691,422,2260,1612,3702,2029,60,"services",24
"692",692,188,972,871,5175,2611,45,"services",49
"693",693,244,1087,1463,2443,2475,28,"manufacturing",5
"694",694,139,737,548,2762,3256,51,"services",46
"695",695,29,43,143,3531,2631,52,"services",11
"696",696,265,5577,2654,28529,26070,29,"manufacturing",11
"697",697,105,4409,332,35200,16177,15,"manufacturing",6
"698",698,1091,4907,5011,11623,7920,25,"manufacturing",46
"699",699,130,1899,1050,8108,5583,26,"manufacturing",43
"700",700,250,1236,1112,4921,5097,14,"manufacturing",54
"701",701,416,4479,2953,16223,14419,40,"manufacturing",5
"702",702,1550,8894,8206,14644,14681,80,"services",5
"703",703,96,232,295,1131,1225,29,"manufacturing",36
"704",704,105,779,659,3575,962,45,"services",6
"705",705,151,1222,837,12319,4334,51,"services",49
"706",706,134,3992,2528,17834,4410,51,"services",8
"707",707,255,1297,793,15277,2906,15,"manufacturing",27
"708",708,55,574,480,848,1214,73,"services",27
"709",709,44,450,356,7740,2299,63,"services",8
"710",710,130,2865,600,8607,6688,26,"manufacturing",16
"711",711,119,1038,729,2837,3079,73,"services",32
"712",712,741,16637,11188,41474,89031,26,"manufacturing",36
"713",713,642,4081,2694,12082,38292,40,"manufacturing",25
"714",714,25,478,90,5896,1539,28,"manufacturing",17
"715",715,26,551,147,7179,1881,51,"services",6
"716",716,18,453,237,14629,6308,51,"services",3
"717",717,20,267,138,788,466,26,"manufacturing",9
"718",718,69,415,363,1203,459,29,"manufacturing",11
"719",719,20,131,80,825,434,50,"services",9
"720",720,150,2832,1270,10207,3473,25,"manufacturing",9
"721",721,264,551,709,1657,1529,28,"manufacturing",8
"722",722,337,2001,1516,7050,6711,29,"manufacturing",54
"723",723,20,258,114,758,414,31,"manufacturing",12
"724",724,44,1448,321,11079,3475,28,"manufacturing",6
"725",725,246,2135,1898,5109,1449,63,"services",54
"726",726,133,1941,799,6412,3691,31,"manufacturing",5
"727",727,145,858,655,1400,5957,41,"manufacturing",6
"728",728,114,3464,2750,57039,5507,74,"services",8
"729",729,259,759,938,2948,2655,29,"manufacturing",54
"730",730,459,2582,2214,5501,4450,60,"services",6
"731",731,125,386,467,1515,929,29,"manufacturing",48
"732",732,626,2255,1812,4666,4509,85,"services",19
"733",733,146,518,730,11875,5149,37,"manufacturing",52
"734",734,350,3678,1713,27518,8879,45,"services",10
"735",735,101,2490,2242,38430,12569,52,"services",7
"736",736,394,6722,2967,14035,139891,40,"manufacturing",17
"737",737,88,2188,685,12200,3808,28,"manufacturing",7
"738",738,167,1109,882,2218,1974,29,"manufacturing",49
"739",739,13,93,90,1867,443,51,"services",5
"740",740,489,2809,1879,5912,4853,25,"manufacturing",24
"741",741,290,1617,737,5516,3138,15,"manufacturing",53
"742",742,144,1522,992,3110,17170,63,"services",50
"743",743,43,84,171,579,570,45,"services",9
"744",744,317,1127,1044,3900,1858,27,"manufacturing",50
"745",745,410,2061,736,7461,3424,55,"services",8
"746",746,2450,23505,22815,45537,24701,80,"services",49
"747",747,1166,48884,12250,171684,79112,15,"manufacturing",9
"748",748,75,579,471,1719,4034,14,"manufacturing",54
"749",749,1782,8587,8003,15815,25302,80,"services",50
"750",750,529,3747,1794,20537,6300,15,"manufacturing",10
"751",751,359,1375,1841,28837,8993,51,"services",6
"752",752,63,644,487,1426,3892,31,"manufacturing",17
"753",753,24,349,260,1932,632,45,"services",19
"754",754,43,781,403,3292,2172,29,"manufacturing",38
"755",755,182,8204,1470,23775,16651,51,"services",12
"756",756,151,1157,767,3021,1707,14,"manufacturing",54
"757",757,48,171,154,609,593,60,"services",8
"758",758,549,2734,2370,4637,6364,33,"manufacturing",48
"759",759,76,407,367,1448,2988,40,"manufacturing",10
"760",760,97,901,464,3318,3098,15,"manufacturing",7
"761",761,91,700,464,1964,1581,17,"manufacturing",11
"762",762,23,197,163,409,202,26,"manufacturing",8
"763",763,348,1659,1490,9243,2177,34,"manufacturing",5
"764",764,50,480,199,4967,1632,51,"services",8
"765",765,313,1564,2052,4948,1687,41,"manufacturing",9
"766",766,222,1693,1272,3520,4136,29,"manufacturing",25
"767",767,223,1059,957,4188,918,60,"services",6
"768",768,105,1531,805,19916,4200,50,"services",7
"769",769,30,105,63,1069,470,25,"manufacturing",6
"770",770,410,2719,2353,11415,10282,22,"manufacturing",6
"771",771,430,5407,4602,9877,8461,73,"services",47
"772",772,59,772,434,13086,2630,45,"services",7
"773",773,100,1205,607,2117,8462,41,"manufacturing",8
"774",774,250,2416,1629,4502,4561,60,"services",24
"775",775,92,555,444,1663,1083,60,"services",48
"776",776,122,669,536,1846,1523,29,"manufacturing",10
"777",777,289,1045,938,4773,1295,18,"manufacturing",10
"778",778,4,55,34,408,183,51,"services",7
"779",779,20,526,299,5740,2596,51,"services",8
"780",780,169,686,576,2709,1292,29,"manufacturing",9
"781",781,142,2543,959,37877,13175,51,"services",8
"782",782,245,2732,1822,13830,5603,15,"manufacturing",9
"783",783,108,2038,1633,12648,4383,51,"services",10
"784",784,76,513,1371,111362,42669,51,"services",7
"785",785,621,3592,3880,67452,12023,51,"services",10
"786",786,236,3128,1460,13009,4174,28,"manufacturing",6
"787",787,163,1283,818,3351,2021,35,"manufacturing",30
"788",788,92,986,683,2799,1066,28,"manufacturing",9
"789",789,153,1475,1282,6827,3679,29,"manufacturing",10
"790",790,170,1269,782,2819,2334,26,"manufacturing",29
"791",791,331,1861,1529,4498,1663,60,"services",10
"792",792,232,1070,1048,2654,1006,29,"manufacturing",44
"793",793,579,2447,1991,29463,14481,28,"manufacturing",31
"794",794,454,1243,1429,2424,2305,85,"services",19
"795",795,53,530,351,6267,1520,50,"services",11
"796",796,54,491,297,3847,2763,51,"services",6
"797",797,16,90,79,963,226,63,"services",10
"798",798,44,272,173,2979,1952,15,"manufacturing",5
"799",799,380,1117,979,4102,2975,26,"manufacturing",40
"800",800,857,5154,4163,27579,10933,36,"manufacturing",10
"801",801,211,1588,1673,12734,5154,30,"manufacturing",5
"802",802,278,3831,2069,8737,4502,45,"services",12
"803",803,37,380,204,8173,2443,51,"services",5
"804",804,156,2216,1060,7289,3253,45,"services",53
"805",805,22,460,369,907,639,70,"services",6
"806",806,250,7250,3819,10476,9101,74,"services",9
"807",807,34,3734,816,30566,14266,51,"services",5
"808",808,187,1285,619,7118,3708,15,"manufacturing",12
"809",809,279,2605,2140,3844,7460,73,"services",48
"810",810,250,999,1302,1838,10048,73,"services",36
"811",811,93,822,509,1911,3177,40,"manufacturing",3
"812",812,18,297,165,9855,2755,51,"services",6
"813",813,270,742,590,4999,1592,17,"manufacturing",8
"814",814,32,444,326,10614,3428,45,"services",8
"815",815,7,339,211,8936,780,51,"services",5
"816",816,357,1485,1130,5240,24707,65,"services",5
"817",817,298,1792,1273,2857,1887,60,"services",28
"818",818,68,150,121,1304,287,28,"manufacturing",10
"819",819,131,766,794,4090,4075,63,"services",7
"820",820,148,1733,688,33643,5367,52,"services",10
