"","id","l","y","costofl","sales","k","indcode","sector","age"
"1322",1322,407,2261,1848,6103,2962,60,"services",51
"1323",1323,115,1586,961,5790,3138,45,"services",10
"1324",1324,76,587,350,3536,3063,18,"manufacturing",10
"1325",1325,150,2941,786,13583,6960,24,"manufacturing",9
"1326",1326,357,1172,920,13459,4096,18,"manufacturing",13
"1327",1327,286,1844,1735,3404,1819,14,"manufacturing",28
"1328",1328,320,2349,1399,7186,10190,40,"manufacturing",8
"1329",1329,135,894,591,13164,4611,45,"services",13
"1330",1330,205,1129,688,4985,3313,15,"manufacturing",9
"1331",1331,161,1352,853,2440,1971,60,"services",5
"1332",1332,53,339,453,5618,7551,51,"services",7
"1333",1333,65,1096,688,5646,4023,52,"services",9
"1334",1334,61,753,617,2180,1813,74,"services",13
"1335",1335,99,344,220,3830,367,52,"services",6
"1336",1336,89,636,445,1581,762,28,"manufacturing",9
"1337",1337,88,515,714,1892,1767,74,"services",8
"1338",1338,49,651,286,1826,3248,40,"manufacturing",5
"1339",1339,26,5448,939,6828,19614,65,"services",5
"1340",1340,62,1976,176,1832,5335,74,"services",8
"1341",1341,108,1617,1062,6745,7568,74,"services",14
"1342",1342,8,90,101,396,2965,51,"services",4
"1343",1343,89,2370,561,6868,3108,25,"manufacturing",4
"1344",1344,17,523,223,1194,5045,74,"services",10
"1345",1345,126,2230,1153,3353,2890,31,"manufacturing",8
"1346",1346,103,1600,873,4413,1259,45,"services",8
"1347",1347,30,428,193,2646,551,36,"manufacturing",6
"1348",1348,46,541,392,4471,1913,51,"services",54
"1349",1349,78,991,534,10872,1365,51,"services",4
"1350",1350,107,632,735,1048,204,74,"services",54
"1351",1351,218,1598,1322,4189,3114,28,"manufacturing",4
"1352",1352,140,1065,698,4822,3391,40,"manufacturing",5
"1353",1353,113,354,438,1757,1817,40,"manufacturing",8
"1354",1354,150,2197,789,3963,2844,63,"services",5
"1355",1355,107,752,475,2356,1134,45,"services",8
"1356",1356,8,960,71,1250,1432,65,"services",6
"1357",1357,61,649,321,2855,1437,60,"services",8
"1358",1358,75,443,436,2214,1504,24,"manufacturing",8
"1359",1359,62,1246,782,10557,12771,51,"services",16
"1360",1360,157,1224,977,2621,1220,45,"services",9
"1361",1361,121,1333,650,4502,2818,22,"manufacturing",11
"1362",1362,100,482,381,1446,969,26,"manufacturing",20
"1363",1363,163,917,695,3196,1591,45,"services",11
"1364",1364,582,14663,5375,39472,131455,24,"manufacturing",7
"1365",1365,79,602,510,2795,1635,34,"manufacturing",43
"1366",1366,63,436,316,1035,886,29,"manufacturing",51
"1367",1367,95,2013,641,14048,2753,51,"services",10
"1368",1368,31,508,267,3002,659,45,"services",6
"1369",1369,145,903,679,2258,3153,51,"services",34
"1370",1370,9,92,75,144,486,65,"services",4
"1371",1371,87,1068,560,14802,5700,50,"services",8
"1372",1372,46,565,402,15433,3577,51,"services",9
"1373",1373,5,540,64,23586,4680,51,"services",9
"1374",1374,106,903,765,3714,73798,74,"services",4
"1375",1375,29,467,104,12985,5399,51,"services",4
"1376",1376,95,1309,718,17178,2404,50,"services",8
"1377",1377,90,475,459,8177,1702,50,"services",4
"1378",1378,549,1949,1243,18137,8137,15,"manufacturing",5
"1379",1379,7,482,117,156393,15742,51,"services",4
"1380",1380,67,879,248,9965,2826,50,"services",7
"1381",1381,241,6104,1570,110340,40850,15,"manufacturing",19
"1382",1382,21,1090,298,7980,5545,29,"manufacturing",5
"1383",1383,100,601,1614,13771,9933,51,"services",3
"1384",1384,121,1777,766,10246,3010,15,"manufacturing",4
"1385",1385,60,79,767,14455,6248,51,"services",13
"1386",1386,55,791,876,13503,5992,50,"services",5
"1387",1387,28,353,233,2213,817,51,"services",7
"1388",1388,216,153,1264,15897,28962,24,"manufacturing",4
"1389",1389,1116,5269,2879,19635,26044,55,"services",7
"1390",1390,30,1934,485,13189,2802,51,"services",5
"1391",1391,10,290,478,5108,1564,22,"manufacturing",3
"1392",1392,31,516,372,3798,1402,51,"services",9
"1393",1393,23,6229,637,8923,47975,65,"services",4
"1394",1394,97,1917,906,14655,3270,72,"services",17
"1395",1395,57,866,551,3891,1610,51,"services",8
"1396",1396,150,628,804,2684,1702,63,"services",5
"1397",1397,68,673,350,3253,2995,31,"manufacturing",3
"1398",1398,146,3394,960,83222,15817,51,"services",2
"1399",1399,6201,90445,32009,258117,1410312,70,"services",4
"1400",1400,184,4513,784,14147,8196,15,"manufacturing",17
"1401",1401,119,1403,1068,4444,2496,45,"services",13
"1402",1402,8,1462,781,10101,2137,74,"services",5
"1403",1403,200,1377,740,6614,3815,52,"services",8
"1404",1404,121,2180,1611,7898,2948,22,"manufacturing",8
"1405",1405,92,7318,929,37048,82423,45,"services",6
"1406",1406,265,2116,2028,5574,2138,74,"services",5
"1407",1407,160,1253,1165,3738,952,45,"services",8
"1408",1408,731,7572,4892,23871,16355,29,"manufacturing",4
"1409",1409,435,3500,2826,15231,13037,40,"manufacturing",3
"1410",1410,88,466,241,9754,2539,51,"services",8
"1411",1411,103,3343,1427,36930,11795,50,"services",4
"1412",1412,84,1561,760,19805,7616,37,"manufacturing",52
"1413",1413,107,3157,1355,12964,6130,26,"manufacturing",9
"1414",1414,78,407,197,15236,2684,51,"services",10
"1415",1415,26,2540,774,75217,35787,51,"services",5
"1416",1416,258,460,2908,20352,16806,64,"services",6
"1417",1417,432,2391,1854,9658,3585,45,"services",32
"1418",1418,1195,7330,7869,21550,15323,28,"manufacturing",23
"1419",1419,49,965,285,18609,3336,51,"services",9
"1420",1420,137,762,641,2037,1218,29,"manufacturing",8
"1421",1421,54,375,481,6299,4676,51,"services",9
"1422",1422,61,2885,789,32080,16755,51,"services",8
"1423",1423,126,2079,1243,36561,5079,51,"services",8
"1424",1424,167,1743,1350,43836,14278,61,"services",9
"1425",1425,12,3209,148,45447,28213,51,"services",9
"1426",1426,1610,17526,9654,35838,38241,90,"services",49
"1427",1427,25,395,285,5373,1886,74,"services",5
"1428",1428,46,679,328,15299,2060,51,"services",6
"1429",1429,119,1036,693,19377,5377,51,"services",6
"1430",1430,77,1600,1153,16679,5636,51,"services",9
"1431",1431,135,1199,820,6322,1845,40,"manufacturing",4
"1432",1432,17,603,95,12201,780,51,"services",9
"1433",1433,111,1117,717,38180,14441,24,"manufacturing",3
"1434",1434,385,9147,3185,27590,46447,55,"services",4
"1435",1435,798,3993,4351,10768,3719,70,"services",3
"1436",1436,5,626,892,1670,586,29,"manufacturing",3
"1437",1437,81,457,510,13623,2868,51,"services",7
"1438",1438,177,1189,608,14392,4364,50,"services",9
"1439",1439,45,713,246,30452,10501,51,"services",4
"1440",1440,138,1065,617,2419,2997,26,"manufacturing",15
"1441",1441,5,521,45,1709,1530,45,"services",4
"1442",1442,11,346,194,15613,3258,70,"services",4
"1443",1443,604,7465,4473,21098,52949,40,"manufacturing",5
"1444",1444,137,879,969,2923,5952,26,"manufacturing",33
"1445",1445,144,2975,748,15037,5043,20,"manufacturing",11
"1446",1446,87,773,267,11297,1509,51,"services",10
"1447",1447,30,775,353,7298,2916,51,"services",7
"1448",1448,78,647,310,11905,3596,15,"manufacturing",9
"1449",1449,532,3949,2418,15238,9519,31,"manufacturing",12
"1450",1450,132,15805,1684,23866,35254,45,"services",7
"1451",1451,378,6265,2159,17299,32085,41,"manufacturing",9
"1452",1452,12,186,115,14805,2232,51,"services",7
"1453",1453,604,5585,3441,20460,6614,60,"services",6
"1454",1454,170,297,662,6716,1893,51,"services",53
"1455",1455,187,1965,1001,42233,5355,51,"services",10
"1456",1456,68,1091,298,11820,3608,51,"services",10
"1457",1457,67,496,227,3586,1465,51,"services",11
"1458",1458,80,1367,895,140590,15548,51,"services",4
"1459",1459,108,814,426,9680,2581,51,"services",11
"1460",1460,24,749,113,16121,2621,51,"services",5
"1461",1461,1440,7511,4633,119166,31336,52,"services",5
"1462",1462,38,513,183,10609,2088,51,"services",10
"1463",1463,323,1489,2822,20904,36788,24,"manufacturing",8
"1464",1464,167,1802,1246,19092,6652,50,"services",7
"1465",1465,91,623,430,2814,2076,52,"services",5
"1466",1466,111,1555,824,2320,10717,63,"services",9
"1467",1467,58,179,473,1960,11577,64,"services",9
"1468",1468,36,394,230,2110,813,51,"services",6
"1469",1469,35,2169,271,25386,6120,51,"services",6
"1470",1470,112,754,610,12912,5471,51,"services",10
"1471",1471,219,1537,1350,5860,2630,45,"services",32
"1472",1472,107,417,348,3430,1222,36,"manufacturing",17
"1473",1473,144,3187,1416,37112,18185,51,"services",4
"1474",1474,20,452,201,805,3551,51,"services",6
"1475",1475,6,66,34,257,140,85,"services",3
"1476",1476,85,770,815,2348,741,50,"services",5
"1477",1477,16,258,242,961,364,74,"services",4
"1478",1478,87,489,283,8409,2171,50,"services",6
"1479",1479,169,959,870,2536,1105,60,"services",7
"1480",1480,69,783,488,1505,1101,33,"manufacturing",4
"1481",1481,111,1435,410,4554,8444,51,"services",6
"1482",1482,442,1649,1754,97657,33515,51,"services",8
"1483",1483,64,580,399,10224,3364,51,"services",10
"1484",1484,181,1815,1092,8243,5045,45,"services",4
"1485",1485,485,3588,1817,29777,8636,51,"services",8
"1486",1486,131,35,614,8837,6934,15,"manufacturing",9
"1487",1487,137,920,502,48257,5767,51,"services",13
"1488",1488,104,1049,604,11225,2085,50,"services",9
"1489",1489,48,431,306,8198,2280,50,"services",7
"1490",1490,407,1580,1463,23366,2894,51,"services",5
"1491",1491,12,561,95,3066,3881,51,"services",10
"1492",1492,183,1524,31,48882,23863,51,"services",6
"1493",1493,140,1183,700,3206,5351,32,"manufacturing",9
"1494",1494,123,1737,685,7971,2313,36,"manufacturing",8
"1495",1495,175,942,675,1729,1935,17,"manufacturing",5
"1496",1496,382,3523,2341,8461,2203,45,"services",4
"1497",1497,115,1457,1247,2548,837,73,"services",3
"1498",1498,91,456,336,1061,948,29,"manufacturing",8
"1499",1499,70,616,346,5522,1692,52,"services",10
"1500",1500,130,1289,1002,4064,3451,15,"manufacturing",11
"1501",1501,131,1267,988,6403,1607,31,"manufacturing",5
"1502",1502,37,337,119,433,1096,70,"services",4
"1503",1503,162,1519,921,3356,2110,90,"services",6
"1504",1504,70,390,280,3387,1310,50,"services",9
"1505",1505,115,2027,1125,4405,3974,22,"manufacturing",7
"1506",1506,258,1192,1031,5091,2909,28,"manufacturing",3
"1507",1507,64,658,542,2030,1104,45,"services",12
"1508",1508,102,529,474,6514,540,52,"services",3
"1509",1509,92,532,379,836,728,55,"services",24
"1510",1510,170,1886,1183,3378,9186,41,"manufacturing",6
"1511",1511,128,1012,359,7903,3898,51,"services",10
"1512",1512,100,498,412,6142,1609,51,"services",25
"1513",1513,21,227,200,544,89,72,"services",4
"1514",1514,52,291,220,732,554,70,"services",6
"1515",1515,102,401,337,1788,552,28,"manufacturing",10
"1516",1516,63,314,253,5393,1096,24,"manufacturing",3
"1517",1517,253,1277,1019,2636,1119,60,"services",10
"1518",1518,70,728,491,1546,993,31,"manufacturing",9
"1519",1519,157,1635,766,6050,4374,25,"manufacturing",9
"1520",1520,91,591,420,1809,2107,40,"manufacturing",8
"1521",1521,102,530,447,1389,1278,31,"manufacturing",29
"1522",1522,50,592,372,9449,3496,51,"services",15
"1523",1523,154,459,777,2466,1048,28,"manufacturing",4
"1524",1524,279,1675,1423,2956,505,74,"services",10
"1525",1525,99,1009,185,7870,3346,52,"services",5
"1526",1526,833,5879,3608,22794,10571,36,"manufacturing",5
"1527",1527,49,586,432,1711,821,74,"services",8
"1528",1528,38,357,141,5010,3371,26,"manufacturing",6
"1529",1529,117,841,1785,16500,8303,51,"services",6
"1530",1530,78,414,216,4896,3478,37,"manufacturing",7
"1531",1531,567,4504,4315,11420,5874,72,"services",2
"1532",1532,85,1895,822,13624,2008,50,"services",2
"1533",1533,127,1945,1029,3050,7827,28,"manufacturing",8
"1534",1534,13,611,442,6667,5405,51,"services",7
"1535",1535,52,491,378,3321,782,60,"services",8
"1536",1536,176,1483,4156,7508,84302,10,"manufacturing",2
"1537",1537,54,549,368,10311,1971,50,"services",9
"1538",1538,204,1876,1214,19476,11848,52,"services",3
"1539",1539,512,640,3150,24022,10012,29,"manufacturing",1
"1540",1540,333,1334,1100,3083,1375,18,"manufacturing",29
"1541",1541,99,1495,1291,4353,933,72,"services",4
"1542",1542,864,7681,4727,66904,42193,34,"manufacturing",3
"1543",1543,53,1954,1065,6771,4461,51,"services",8
"1544",1544,39,237,168,1854,3638,70,"services",4
"1545",1545,165,1925,1062,4576,1900,28,"manufacturing",3
"1546",1546,571,6061,3700,13337,10861,11,"manufacturing",33
"1547",1547,73,722,514,5971,6392,34,"manufacturing",8
"1548",1548,80,359,210,1865,381,55,"services",9
"1549",1549,226,3330,1693,28189,17519,51,"services",5
"1550",1550,250,1448,1020,4033,2540,30,"manufacturing",12
"1551",1551,330,1360,1794,8432,4581,72,"services",13
"1552",1552,182,3233,1688,8061,8643,37,"manufacturing",2
"1553",1553,7,108,98,1929,156,51,"services",11
"1554",1554,108,956,674,7348,6224,52,"services",5
"1555",1555,88,1915,636,4073,3991,25,"manufacturing",16
"1556",1556,597,12498,6499,65191,50104,31,"manufacturing",7
"1557",1557,147,664,836,15080,9131,10,"manufacturing",5
"1558",1558,166,1467,1147,4321,1164,74,"services",9
"1559",1559,76,1005,461,2151,4757,40,"manufacturing",7
"1560",1560,62,977,369,3566,2899,31,"manufacturing",6
"1561",1561,875,4631,4071,10019,6925,27,"manufacturing",52
"1562",1562,57,740,671,1908,728,22,"manufacturing",9
"1563",1563,1039,3582,3019,5356,3449,74,"services",11
"1564",1564,103,734,602,4323,3167,26,"manufacturing",34
"1565",1565,80,495,480,989,350,74,"services",4
"1566",1566,164,816,701,3445,3041,41,"manufacturing",31
"1567",1567,82,1885,477,8658,6892,17,"manufacturing",9
"1568",1568,107,429,464,1193,905,93,"services",25
"1569",1569,148,798,650,2558,2057,32,"manufacturing",4
"1570",1570,4,199,25,245,441,71,"services",5
"1571",1571,609,3698,2733,30090,13026,51,"services",5
"1572",1572,5,38,31,135,76,35,"manufacturing",4
"1573",1573,85,331,191,1822,1245,36,"manufacturing",17
"1574",1574,401,2564,2296,9531,3420,27,"manufacturing",24
"1575",1575,140,855,650,4242,1050,60,"services",4
"1576",1576,135,4000,1206,7950,31900,70,"services",10
"1577",1577,8,413,315,675,277,74,"services",6
"1578",1578,50,227,271,2626,1621,51,"services",47
"1579",1579,236,1411,1259,4308,1521,45,"services",52
"1580",1580,104,2445,749,3448,3376,35,"manufacturing",6
"1581",1581,61,546,420,2008,2463,70,"services",16
"1582",1582,265,2329,1621,7301,3431,26,"manufacturing",4
"1583",1583,9,842,117,1808,26021,65,"services",4
"1584",1584,126,712,558,1526,2270,85,"services",3
"1585",1585,146,808,752,2891,697,63,"services",4
"1586",1586,358,3450,1280,12295,5529,20,"manufacturing",6
"1587",1587,8,172,79,16591,2901,51,"services",5
"1588",1588,206,565,812,2365,2764,28,"manufacturing",9
"1589",1589,59,266,325,1079,1958,61,"services",43
"1590",1590,14,46,155,292,3659,70,"services",4
"1591",1591,165,1197,879,7479,3795,15,"manufacturing",11
"1592",1592,58,370,258,3043,1582,51,"services",8
"1593",1593,35,124,98,1614,257,51,"services",18
"1594",1594,54,421,274,7628,1798,51,"services",6
"1595",1595,8,241,129,1980,1833,29,"manufacturing",6
"1596",1596,74,588,496,8626,1843,51,"services",10
"1597",1597,32,879,568,134,4350,74,"services",5
"1598",1598,1,35,53,59,39,74,"services",3
"1599",1599,44,10921,1061,8482,88818,65,"services",4
"1600",1600,69,1154,339,9116,2890,51,"services",11
"1601",1601,42,429,221,6580,2276,50,"services",13
"1602",1602,7,313,197,4082,1967,51,"services",11
"1603",1603,10,190,105,2679,1980,70,"services",3
"1604",1604,190,1568,1163,6288,4168,73,"services",42
"1605",1605,269,1029,1078,2828,1538,60,"services",34
"1606",1606,258,3243,1141,7791,14848,26,"manufacturing",40
"1607",1607,59,740,496,2451,4388,45,"services",4
"1608",1608,60,709,518,1459,505,72,"services",3
"1609",1609,16,4151,205,5244,21315,65,"services",4
"1610",1610,150,493,475,2068,2809,15,"manufacturing",20
"1611",1611,72,243,292,630,1947,85,"services",47
"1612",1612,35,797,306,5027,3868,51,"services",4
"1613",1613,181,669,689,2154,1853,70,"services",25
"1614",1614,8,92,79,2002,4976,70,"services",4
"1615",1615,263,1317,1128,2393,1467,60,"services",49
"1616",1616,87,951,627,9286,2971,51,"services",9
"1617",1617,460,1190,1568,3234,758,85,"services",35
"1618",1618,19,196,46,1248,2177,15,"manufacturing",4
"1619",1619,132,1065,913,3669,1073,90,"services",49
"1620",1620,26,7285,393,12143,76547,65,"services",4
"1621",1621,49,723,416,1154,2874,51,"services",5
"1622",1622,160,1083,858,2027,2717,41,"manufacturing",3
"1623",1623,258,1568,700,8594,11003,20,"manufacturing",10
"1624",1624,320,1370,1147,3489,2535,27,"manufacturing",51
"1625",1625,79,306,316,1455,1948,45,"services",10
"1626",1626,16,7,88,2396,811,51,"services",5
"1627",1627,55,488,233,4766,2245,51,"services",7
"1628",1628,316,3621,2336,25730,15056,15,"manufacturing",9
"1629",1629,139,915,638,4462,2033,18,"manufacturing",9
"1630",1630,224,824,687,1940,986,60,"services",10
"1631",1631,98,809,457,1301,1728,90,"services",9
"1632",1632,110,2756,789,8943,8395,60,"services",10
"1633",1633,27,550,211,651,3543,51,"services",4
"1634",1634,192,1917,1103,6069,2573,29,"manufacturing",11
"1635",1635,86,295,479,2567,1626,20,"manufacturing",6
"1636",1636,84,662,552,9572,3395,51,"services",8
"1637",1637,79,886,614,4157,1936,45,"services",12
"1638",1638,74,877,580,12825,2228,50,"services",6
"1639",1639,662,6578,4136,13153,15624,24,"manufacturing",43
"1640",1640,100,1066,534,5463,2437,20,"manufacturing",7
"1641",1641,64,1986,892,7527,4640,64,"services",9
"1642",1642,73,461,369,1721,1385,73,"services",28
"1643",1643,387,2123,1404,3121,1357,18,"manufacturing",18
"1644",1644,56,475,276,6428,2043,50,"services",5
"1645",1645,676,1989,1933,4787,2928,18,"manufacturing",28
"1646",1646,146,1746,636,8477,3331,26,"manufacturing",3
"1647",1647,519,1357,1407,2082,791,18,"manufacturing",10
"1648",1648,82,711,415,1780,3751,40,"manufacturing",8
"1649",1649,68,798,474,4372,3428,45,"services",15
"1650",1650,155,470,473,3411,1130,20,"manufacturing",12
"1651",1651,16,506,292,2059,3793,70,"services",8
"1652",1652,70,1599,465,3443,18033,51,"services",9
"1653",1653,59,1403,1546,6416,1298,36,"manufacturing",8
"1654",1654,80,753,337,15784,4852,51,"services",3
"1655",1655,28,133,121,1149,479,63,"services",4
"1656",1656,249,3271,2312,14315,6853,45,"services",14
"1657",1657,65,826,400,2091,2582,90,"services",9
"1658",1658,1297,3284,3420,6652,2201,31,"manufacturing",6
"1659",1659,39,400,437,2677,3938,29,"manufacturing",8
"1660",1660,83,1507,377,14357,4707,15,"manufacturing",8
"1661",1661,59,603,421,5830,2066,29,"manufacturing",10
"1662",1662,97,931,659,2273,3368,55,"services",6
"1663",1663,41,389,336,2934,1421,51,"services",8
"1664",1664,17,12491,621,19333,57757,65,"services",4
"1665",1665,6,63,43,67,3661,70,"services",6
"1666",1666,93,384,343,3843,529,52,"services",11
"1667",1667,72,873,464,1994,1602,15,"manufacturing",8
"1668",1668,159,739,904,1700,779,60,"services",5
"1669",1669,67,567,342,1417,1237,40,"manufacturing",8
"1670",1670,140,4206,1213,4976,20943,63,"services",4
"1671",1671,67,445,181,1757,1642,25,"manufacturing",21
"1672",1672,33,101,212,2364,649,52,"services",5
"1673",1673,45,306,225,6253,368,50,"services",3
"1674",1674,15,191,131,380,152,29,"manufacturing",16
"1675",1675,155,1185,927,2640,1787,73,"services",53
"1676",1676,159,912,717,3232,702,45,"services",10
"1677",1677,146,499,559,6735,2376,25,"manufacturing",9
"1678",1678,96,544,381,2385,1104,45,"services",12
"1679",1679,56,439,396,615,910,45,"services",12
"1680",1680,600,4418,4022,10249,3561,29,"manufacturing",3
"1681",1681,71,308,263,3932,919,63,"services",10
"1682",1682,42,321,214,1737,1553,51,"services",10
"1683",1683,157,1702,822,2520,2641,63,"services",9
"1684",1684,9,393,122,4555,6259,45,"services",4
"1685",1685,43,2604,402,3555,9571,65,"services",9
"1686",1686,15,148,104,5674,5835,65,"services",3
"1687",1687,52,172,222,1541,881,15,"manufacturing",8
"1688",1688,152,761,388,8921,1396,52,"services",9
"1689",1689,140,1385,1179,4745,4372,40,"manufacturing",17
"1690",1690,700,3385,3155,5039,2987,85,"services",14
"1691",1691,27,89,177,510,574,74,"services",7
"1692",1692,85,453,219,12616,1717,51,"services",7
"1693",1693,42,3220,645,37085,12891,45,"services",4
"1694",1694,9,76,136,580,226,74,"services",40
"1695",1695,71,951,193,23009,4910,51,"services",8
"1696",1696,74,198,410,3322,921,37,"manufacturing",53
"1697",1697,110,618,664,2448,1297,36,"manufacturing",25
"1698",1698,64,1875,339,7525,7033,17,"manufacturing",7
"1699",1699,138,1640,835,4736,3194,92,"services",10
"1700",1700,115,364,296,2027,1025,18,"manufacturing",10
"1701",1701,83,298,311,2112,6161,70,"services",8
"1702",1702,104,525,451,1415,792,29,"manufacturing",51
"1703",1703,22,263,68,352,2395,70,"services",6
"1704",1704,14,805,303,5581,1962,33,"manufacturing",7
"1705",1705,54,491,360,1540,2322,55,"services",9
"1706",1706,27,512,124,5196,2447,51,"services",11
"1707",1707,164,1239,743,5643,14853,70,"services",8
"1708",1708,74,524,393,5214,1431,51,"services",6
"1709",1709,165,1429,888,4178,2238,29,"manufacturing",4
"1710",1710,75,1003,435,4838,1595,34,"manufacturing",12
"1711",1711,297,1352,1015,2546,1296,60,"services",26
"1712",1712,130,1048,839,3740,2277,28,"manufacturing",8
"1713",1713,110,2575,668,6432,19638,64,"services",9
"1714",1714,156,1502,856,8617,3307,28,"manufacturing",6
"1715",1715,60,346,194,5519,2035,51,"services",9
"1716",1716,271,771,801,1352,1266,18,"manufacturing",16
"1717",1717,36,371,129,5143,4806,18,"manufacturing",5
"1718",1718,306,1424,1130,2825,1616,60,"services",24
"1719",1719,63,2030,236,2873,58454,64,"services",7
"1720",1720,86,420,457,880,1237,26,"manufacturing",8
"1721",1721,20,196,144,1703,748,51,"services",7
"1722",1722,34,311,154,8141,2363,51,"services",8
"1723",1723,400,1602,1753,6969,3714,29,"manufacturing",52
"1724",1724,153,1473,1091,5378,1436,45,"services",10
"1725",1725,215,2923,2152,15834,7672,45,"services",9
"1726",1726,54,1851,1726,5789,8658,45,"services",9
"1727",1727,31,2748,1971,6417,5423,92,"services",4
"1728",1728,20,372,124,13,18613,65,"services",5
"1729",1729,34,695,501,5549,935,74,"services",5
"1730",1730,35,2636,1681,5935,3875,30,"manufacturing",8
"1731",1731,40,252,239,432,5924,45,"services",12
"1732",1732,80,465,311,841,984,55,"services",4
"1733",1733,2,38,36,496,100,60,"services",7
"1734",1734,200,2326,1602,7659,3310,90,"services",9
"1735",1735,39,2715,360,4957,10329,45,"services",4
"1736",1736,17,285,171,3827,1142,51,"services",4
"1737",1737,64,806,671,2526,1271,63,"services",7
"1738",1738,23,893,286,3621,1480,74,"services",11
"1739",1739,139,1400,1027,2808,1496,26,"manufacturing",28
"1740",1740,100,364,548,4481,650,63,"services",10
"1741",1741,155,932,635,2629,1338,36,"manufacturing",7
"1742",1742,17,170,121,2660,368,51,"services",9
"1743",1743,53,457,282,3738,1455,51,"services",4
"1744",1744,327,1387,1150,2586,1512,60,"services",38
"1745",1745,8,1043,120,8298,3145,51,"services",4
"1746",1746,102,465,283,2160,1646,31,"manufacturing",22
"1747",1747,114,547,410,1457,2482,40,"manufacturing",3
"1748",1748,152,779,736,3858,604,26,"manufacturing",4
"1749",1749,198,1056,795,3238,1184,60,"services",40
"1750",1750,85,2467,615,7608,6357,26,"manufacturing",4
"1751",1751,15,136,95,359,171,22,"manufacturing",6
"1752",1752,93,547,460,2473,1208,31,"manufacturing",8
"1753",1753,82,721,585,1612,414,40,"manufacturing",8
"1754",1754,95,306,454,3273,2309,40,"manufacturing",3
"1755",1755,3,254,15,349,640,65,"services",6
"1756",1756,189,909,693,2648,1341,60,"services",24
"1757",1757,10,129,72,368,260,74,"services",5
"1758",1758,47,566,255,6664,1938,52,"services",10
"1759",1759,70,529,362,2219,587,45,"services",8
"1760",1760,108,787,587,2861,3049,40,"manufacturing",4
"1761",1761,85,590,355,5992,5109,63,"services",11
"1762",1762,37,544,296,3635,1111,45,"services",4
"1763",1763,549,3419,3029,9108,4979,31,"manufacturing",51
"1764",1764,325,2465,1751,15103,4444,45,"services",27
"1765",1765,900,6786,2933,31041,13248,31,"manufacturing",5
"1766",1766,140,740,391,5488,1100,15,"manufacturing",8
"1767",1767,534,5303,3539,8464,10420,34,"manufacturing",49
"1768",1768,106,988,521,3114,1280,45,"services",18
"1769",1769,500,1210,1140,2335,5275,85,"services",25
"1770",1770,46,306,218,1833,1099,51,"services",8
"1771",1771,102,3082,650,28521,13532,52,"services",11
"1772",1772,34,258,160,3234,976,45,"services",3
"1773",1773,35,1607,130,1202,7219,18,"manufacturing",8
"1774",1774,23,508,304,1285,571,92,"services",3
"1775",1775,255,1618,1254,7913,2683,18,"manufacturing",5
"1776",1776,158,913,858,2731,1976,26,"manufacturing",49
"1777",1777,87,1403,917,2561,2908,73,"services",49
"1778",1778,194,7537,780,16359,7855,26,"manufacturing",9
"1779",1779,220,8465,7353,2893,3161,70,"services",10
"1780",1780,55,132,231,497,63,45,"services",8
"1781",1781,20,1616,225,1116,1181,74,"services",7
"1782",1782,76,1500,272,2155,1361,18,"manufacturing",5
"1783",1783,1,97,7,152,761,50,"services",3
"1784",1784,25,95,66,570,132,28,"manufacturing",5
"1785",1785,13,605,496,3413,2767,45,"services",9
"1786",1786,12,240,163,11,19698,70,"services",5
"1787",1787,64,619,385,1666,665,50,"services",9
"1788",1788,2,1701,1268,846,1017,92,"services",5
"1789",1789,170,1156,1035,5081,1106,45,"services",46
"1790",1790,5,799,48,646,4096,65,"services",6
"1791",1791,2,419,30,751,3628,74,"services",7
"1792",1792,158,4319,3073,13900,11227,52,"services",5
"1793",1793,31,755,592,3929,1476,52,"services",7
"1794",1794,23,49,69,225,540,26,"manufacturing",3
"1795",1795,90,926,482,1736,3384,65,"services",3
"1796",1796,57,304,244,6900,928,50,"services",4
"1797",1797,106,977,739,3443,1007,45,"services",8
"1798",1798,86,348,505,2922,3737,40,"manufacturing",5
"1799",1799,70,1417,761,2661,4734,92,"services",3
"1800",1800,33,245,199,4252,1345,51,"services",45
"1801",1801,85,3100,2358,9231,3420,52,"services",10
"1802",1802,200,824,753,2128,3849,51,"services",7
"1803",1803,35,690,569,3752,779,90,"services",4
"1804",1804,206,1432,1192,11182,2871,45,"services",50
"1805",1805,35,2569,345,35617,4066,51,"services",8
"1806",1806,527,2060,2062,19530,10560,15,"manufacturing",8
"1807",1807,117,3003,901,22861,9367,15,"manufacturing",3
"1808",1808,60,5618,600,27741,13871,51,"services",8
"1809",1809,102,3576,746,16754,7716,28,"manufacturing",3
"1810",1810,211,894,740,2665,1110,50,"services",43
"1811",1811,95,443,397,1586,568,45,"services",8
"1812",1812,7,54,27,121,369,70,"services",5
"1813",1813,24,916,103,4633,2173,51,"services",5
"1814",1814,36,682,419,7147,3825,51,"services",8
"1815",1815,47,386,258,6109,1288,50,"services",9
"1816",1816,365,4771,2214,8429,20507,41,"manufacturing",3
"1817",1817,97,1608,300,21933,3056,51,"services",4
"1818",1818,310,3149,966,11986,3405,45,"services",7
"1819",1819,60,2065,159,4499,3673,51,"services",9
"1820",1820,145,828,618,2517,2038,21,"manufacturing",3
"1821",1821,226,2231,1549,9156,6386,45,"services",10
"1822",1822,35,1792,741,11361,4553,51,"services",6
